,row,prey_class,prey_desc,observed_on,url,prey_Y.N,latitude,longitude,notes,observer,min_weight,max_weight,avian_size_class
60891,1335,mammalia,rat sp.,7/19/2018,https://www.inaturalist.org/observations/14678892,y,37.41844,-122.013,,WJG,42,600,na
60892,1336,mammalia,rat sp.,3/10/2022,https://www.inaturalist.org/observations/108297204,y,42.21,-83.1724,,DJM,42,600,na
60893,1337,mammalia,rat sp.,11/13/2017,https://www.inaturalist.org/observations/9765221,y,29.15414,-83.0458,"notes state ""squirrel or palm rat,"" and it doesn't appear big enough for squirrel.",WJG,42,600,na
60894,1338,mammalia,rat sp.,8/22/2023,https://www.inaturalist.org/observations/180468527,y,33.99026,-118.317,,WJG,42,600,na
60895,1339,mammalia,rat sp.,10/9/2020,https://www.inaturalist.org/observations/62163749,y,44.59066,-123.268,,WJG,42,600,na
60896,1340,mammalia,rat sp.,6/3/2021,https://www.inaturalist.org/observations/81763438,y,34.12467,-118.235,,WJG,42,600,na
60897,1341,mammalia,rat sp.,6/27/2022,https://www.inaturalist.org/observations/143192441,y,34.08713,-118.285,ID by WJG- can see tail,Madeline,42,600,na
60898,1342,mammalia,rat sp.,7/17/2020,https://www.inaturalist.org/observations/53482922,y,32.64015,-117.19,,DJM,42,600,na
60899,1343,mammalia,rat sp.,3/24/2021,https://www.inaturalist.org/observations/71987102,y,29.7481,-95.3986,,WJG,42,600,na
60900,1344,mammalia,rat sp.,5/26/2011,https://www.inaturalist.org/observations/67575310,y,33.0178,-117.023,,DJM,42,600,na
60901,1345,mammalia,rat sp.,2/22/2022,https://www.inaturalist.org/observations/108108630,y,41.96281,-87.6993,,DJM,42,600,na
60902,1346,mammalia,rat sp.,11/27/2021,https://www.inaturalist.org/observations/102053319,y,33.88518,-118.208,,DJM,42,600,na
60903,1347,mammalia,rat sp.,10/8/2019,https://www.inaturalist.org/observations/34104706,y,38.64581,-121.166,,WJG,42,600,na
60904,1348,mammalia,rat sp.,9/22/2013,http://www.inaturalist.org/observations/405183,y,37.79573,-122.398,,WJG,42,600,na
60905,1349,mammalia,rat sp.,3/18/2022,https://www.inaturalist.org/observations/108889898,y,42.73534,-73.9247,,DJM,42,600,na
60906,1350,mammalia,rat sp.,11/12/2019,https://www.inaturalist.org/observations/35625803,y,39.75102,-104.828,,WJG,42,600,na
60907,1351,mammalia,rat sp.,10/24/2022,https://www.inaturalist.org/observations/142482055,y,39.92982,-75.3198,ID by WJG,Madeline,42,600,na
60908,1352,mammalia,rat sp.,7/24/2022,https://www.inaturalist.org/observations/130686463,y,33.02748,-117.08,,WJG,42,600,na
60909,1353,mammalia,rat sp.,8/14/2020,https://www.inaturalist.org/observations/56423253,y,33.13398,-117.113,,DJM,42,600,na
60910,1354,mammalia,rat sp.,2/2/2018,https://www.inaturalist.org/observations/9717638,y,32.98424,-117.258,,WJG,42,600,na
60911,1355,mammalia,rat sp.,3/11/2020,https://www.inaturalist.org/observations/39903851,y,38.54712,-121.741,,DJM,42,600,na
60912,1356,mammalia,rat sp.,8/21/2022,https://www.inaturalist.org/observations/131813450,y,41.95306,-87.723,giant rat!,WJG,42,600,na
60913,1357,mammalia,rat sp.,3/16/2015,http://www.inaturalist.org/observations/1337554,y,37.31463,-122.063,x2 COHA. Female had rat.,WJG,42,600,na
60914,1358,mammalia,rat sp.,7/22/2020,https://www.inaturalist.org/observations/54022883,y,40.7784,-111.864,,DJM,42,600,na
60915,1359,mammalia,rat sp.,3/6/2022,https://www.inaturalist.org/observations/108081319,y,35.02734,-106.401,,DJM,42,600,na
60916,1360,mammalia,rat sp.,10/6/2020,https://www.inaturalist.org/observations/61976550,y,27.63061,-80.4421,squirrel? (Rat - DJM),WJG,42,600,na
60917,1361,mammalia,rat sp.,12/23/2019,https://www.inaturalist.org/observations/36898922,y,42.53337,-83.1463,,WJG,42,600,na
60918,1362,mammalia,rat sp.,12/8/2019,https://www.inaturalist.org/observations/40687505,y,41.75548,-70.957,,DJM,42,600,na
60919,1363,mammalia,rat sp.,1/27/2019,https://www.inaturalist.org/observations/19916155,y,39.39955,-76.7854,,April,42,600,na
60920,1364,mammalia,rat sp.,7/20/2021,https://www.inaturalist.org/observations/94186306,y,26.05854,-80.1949,"Notes say rat, and I have no reason to disagree",WJG,42,600,na
60921,1365,mammalia,rat sp.,1/2/2018,https://www.inaturalist.org/observations/51028215,y,38.92422,-120.016,cool pic!,DJM,42,600,na
60922,1366,mammalia,rat sp.,7/15/2022,https://www.inaturalist.org/observations/126437933,y,37.21076,-121.837,cool molt limit,DJM,42,600,na
60923,1367,mammalia,rat sp.,9/11/2021,https://www.inaturalist.org/observations/94506792,y,33.95196,-117.264,,WJG,42,600,na
60924,1368,mammalia,rat sp.,7/3/2020,https://www.inaturalist.org/observations/58483417,y,33.78161,-118.346,,DJM,42,600,na
60925,1369,mammalia,rat sp.,6/12/2021,https://www.inaturalist.org/observations/82766014,y,34.05203,-118.524,,WJG,42,600,na
60926,1370,mammalia,rat sp.,4/6/2016,https://www.inaturalist.org/observations/74958384,y,37.76842,-122.471,,WJG,42,600,na
60927,1371,mammalia,rat sp.,12/3/2021,https://www.inaturalist.org/observations/102431071,y,39.02412,-77.0377,cool pic,DJM,42,600,na
60928,1372,mammalia,rat sp.,4/15/2019,https://www.inaturalist.org/observations/26789100,y,37.45709,-121.903,,WJG,42,600,na
60929,1373,mammalia,rat sp.,10/14/2014,https://www.inaturalist.org/observations/143998142,y,39.62866,-104.842,,WJG,42,600,na
60930,1374,mammalia,rat sp.,6/24/2020,https://www.inaturalist.org/observations/50878170,y,37.34837,-121.962,,DJM,42,600,na
60931,1375,mammalia,rat sp.,2/21/2021,https://www.inaturalist.org/observations/69997512,y,33.85944,-118.406,,WJG,42,600,na
60932,1376,mammalia,rat sp.,12/6/2022,https://www.inaturalist.org/observations/143900684,y,42.43426,-71.4556,cool pics. series shows rat being taken apart,WJG,42,600,na
60933,1377,mammalia,rat sp.,1/20/2022,https://www.inaturalist.org/observations/105274820,y,33.1047,-96.8386,,WJG,42,600,na
60934,1378,mammalia,rat sp.,6/29/2023,https://www.inaturalist.org/observations/170304685,y,34.03717,-118.414,,DJM,42,600,na
60935,1379,mammalia,rat sp.,7/30/2019,https://www.inaturalist.org/observations/29924164,y,33.09412,-117.298,,WJG,42,600,na
60936,1380,mammalia,rat sp.,7/7/2020,https://www.inaturalist.org/observations/52434050,y,40.77796,-111.864,,DJM,42,600,na
60937,1381,mammalia,rat sp.,9/8/2018,https://www.inaturalist.org/observations/16883956,y,25.66609,-80.3588,,WJG,42,600,na
60938,1382,mammalia,rat sp.,9/10/2017,https://www.inaturalist.org/observations/14675653,y,39.71957,-104.857,,WJG,42,600,na
60939,1383,mammalia,rat sp.,1/23/2021,https://www.inaturalist.org/observations/69103174,y,26.3855,-81.8259,ID: DJM,Jules,42,600,na
60940,1384,mammalia,rat sp.,12/13/2022,https://www.inaturalist.org/observations/144292414,y,33.83014,-84.281,,WJG,42,600,na
60941,1385,mammalia,rat sp.,8/12/2022,https://www.inaturalist.org/observations/130516032,y,45.41509,-122.722,,WJG,42,600,na
60942,1386,mammalia,rat sp.,1/23/2022,https://www.inaturalist.org/observations/105454259,y,36.95458,-76.2503,,WJG,42,600,na
60943,1387,mammalia,rat sp.,12/17/2021,https://www.inaturalist.org/observations/103675651,y,37.73873,-122.153,ID by DJM,Madeline,42,600,na
60944,1388,mammalia,rat sp.,12/24/2019,https://www.inaturalist.org/observations/41325457,y,39.92814,-83.1431,,DJM,42,600,na
60945,1389,mammalia,rat sp.,7/6/2020,https://www.inaturalist.org/observations/52517481,y,36.47358,-118.854,,DJM,42,600,na
60946,1390,mammalia,rat sp.,12/9/2019,https://www.inaturalist.org/observations/36508398,y,39.19321,-96.5831,,WJG,42,600,na
60947,1391,mammalia,rat sp.,3/5/2020,https://www.inaturalist.org/observations/39726207,y,26.13747,-97.1743,,DJM,42,600,na
60948,1392,mammalia,rat sp.,2/25/2023,https://www.inaturalist.org/observations/149690348,y,47.65618,-122.293,,WJG,42,600,na
60949,1393,mammalia,rat sp.,8/8/2022,https://www.inaturalist.org/observations/136460433,y,29.71639,-95.3891,,DJM,42,600,na
60950,1394,mammalia,rat sp.,6/1/2022,https://www.inaturalist.org/observations/119949299,y,32.77312,-116.919,,DJM,42,600,na
60951,1395,mammalia,rat sp.,4/11/2021,https://www.inaturalist.org/observations/73693316,y,34.46102,-119.778,,WJG,42,600,na
60952,1396,mammalia,rat sp.,3/2/2020,https://www.inaturalist.org/observations/40411099,y,34.03326,-118.314,,DJM,42,600,na
60953,1397,mammalia,rat sp.,7/1/2010,https://www.inaturalist.org/observations/16987042,y,34.33888,-119.1,,WJG,42,600,na
60954,1398,mammalia,rat sp.,3/20/2023,https://www.inaturalist.org/observations/153698450,y,39.10461,-84.5128,,WJG,42,600,na
60955,1399,mammalia,rat sp.,6/30/2023,https://www.inaturalist.org/observations/170372095,y,33.88257,-117.349,,DJM,42,600,na
60956,1400,mammalia,rat sp.,5/21/2021,https://www.inaturalist.org/observations/79972723,y,34.19997,-118.214,Cool pics,WJG,42,600,na
60957,1401,mammalia,rat sp.,2/20/2021,https://www.inaturalist.org/observations/69906055,y,40.85718,-73.933,"Pretty blurry, but notes say Rat and I can see it.",WJG,42,600,na
60958,1402,mammalia,rat sp.,3/11/2019,https://www.inaturalist.org/observations/21212668,y,39.26197,-76.5884,,DJM,42,600,na
60959,1403,mammalia,rat sp.,7/10/2023,https://www.inaturalist.org/observations/172263238,y,33.08795,-117.091,,DJM,42,600,na
60960,1404,mammalia,rat sp.,1/5/2023,https://www.inaturalist.org/observations/145942678,y,36.9762,-122.024,holding by the face,DJM,42,600,na
60961,1405,ave,RBGU,2/19/2022,https://www.inaturalist.org/observations/108076017,y,35.70731,-79.0256,,DJM,300,700,Large
60962,1406,ave,RBWO,6/4/2021,https://www.inaturalist.org/observations/81616183,y,30.19587,-81.3843,Cool pic,WJG,54,85,Medium
60963,1407,ave,RBWO,5/8/2023,https://www.inaturalist.org/observations/160651041,y,42.1723,-87.9022,cool,WJG,54,85,Medium
60964,1408,ave,RBWO,7/1/2023,https://www.inaturalist.org/observations/170538516,y,30.05737,-95.1711,,DJM,54,85,Medium
60965,1409,ave,RBWO,7/6/2019,https://www.inaturalist.org/observations/28573955,y,32.98181,-96.6728,,WJG,54,85,Medium
60966,1410,ave,RBWO,5/30/2017,https://www.inaturalist.org/observations/141827191,y,41.92659,-88.2484,ID by WJG,Madeline,54,85,Medium
60967,1411,ave,RBWO,4/22/2021,https://www.inaturalist.org/observations/75610330,y,36.07407,-78.9588,,WJG,54,85,Medium
60968,1412,ave,RBWO,2/2/2022,https://www.inaturalist.org/observations/106072748,y,38.48827,-89.9126,One observation but 2 prey items,WJG,54,85,Medium
60969,1413,ave,RBWO,1/14/2020,https://www.inaturalist.org/observations/37599364,y,30.66915,-96.3635,,DJM,54,85,Medium
60970,1414,mammalia,red bat,11/11/2020,https://www.inaturalist.org/observations/64688374,y,40.74292,-73.988,notes say red bat,Jenna Waldeck,7,13,na
61155,1415,ave,RFLO,1/31/2022,https://www.inaturalist.org/observations/105928664,y,33.42424,-111.928,Rosy-faced Lovebird; ID by DJM,WJG,45,60,Medium
61156,1416,ave,RMPA,4/27/2018,https://www.inaturalist.org/observations/11625992,y,34.10606,-118.154,notes,WJG,141,161,Medium
61157,1417,ave,ROPI,9/22/2016,http://www.inaturalist.org/observations/4186431,y,38.41646,-122.701,,WJG,340,369,Large
61158,1418,ave,ROPI,3/28/2023,https://www.inaturalist.org/observations/159156510,y,39.3799,-97.1207,feathers with black over gray,WJG,340,369,Large
61159,1419,ave,ROPI,4/18/2021,https://www.inaturalist.org/observations/75350118,y,39.99143,-105.122,"Cool Pics!! Large pink foot, don't know what else it could be",WJG,340,369,Large
61160,1420,ave,ROPI,7/12/2022,https://www.inaturalist.org/observations/125998883,y,33.7727,-118.146,See record 125998983 for better pics,DJM,340,369,Large
61161,1421,ave,ROPI,1/13/2023,https://www.inaturalist.org/observations/146491662,y,42.00162,-87.6729,,DJM,340,369,Large
61162,1422,ave,ROPI,5/8/2023,https://www.inaturalist.org/observations/160611996,y,42.72941,-84.4764,,WJG,340,369,Large
61163,1423,ave,ROPI,10/27/2021,https://www.inaturalist.org/observations/99583692,y,34.1242,-116.157,,DJM,340,369,Large
61164,1424,ave,ROPI,9/11/2020,https://www.inaturalist.org/observations/59281332,y,39.61532,-105.008,,DJM,340,369,Large
61165,1425,ave,ROPI,2/14/2020,https://www.inaturalist.org/observations/68802171,y,37.80446,-122.265,,DJM,340,369,Large
61166,1426,ave,ROPI,2/6/2021,https://www.inaturalist.org/observations/69202335,y,45.5633,-122.659,,Jules,340,369,Large
61167,1427,ave,ROPI,4/17/2022,https://www.inaturalist.org/observations/111797676,y,40.69033,-111.865,,DJM,340,369,Large
61168,1428,ave,ROPI,10/11/2022,https://www.inaturalist.org/observations/138395202,y,44.48713,-88.0394,,DJM,340,369,Large
61169,1429,ave,ROPI,12/17/2010,https://www.inaturalist.org/observations/113307838,y,31.85092,-106.635,Photo's dark with shade; ID confirmed by DJ,Kolton Zimmerman,340,369,Large
61170,1430,ave,ROPI,3/7/2023,https://www.inaturalist.org/observations/150533746,y,32.2547,-110.961,,WJG,340,369,Large
61171,1431,ave,ROPI,2/12/2010,https://www.inaturalist.org/observations/97257203,y,34.22337,-101.757,"thick pink feet look similar to ROPI, but body makes me rethink",WJG,340,369,Large
61172,1432,ave,ROPI,3/25/2018,https://www.inaturalist.org/observations/10424414,y,31.49041,-111.011,,WJG,340,369,Large
61173,1433,ave,ROPI,1/1/2022,https://www.inaturalist.org/observations/104144813,y,41.90539,-71.09,ID by DJM,Madeline,340,369,Large
61174,1434,ave,ROPI,2/10/2019,https://www.inaturalist.org/observations/20267855,y,33.93883,-117.965,,DJM,340,369,Large
61175,1435,ave,ROPI,12/14/2021,https://www.inaturalist.org/observations/103059089,y,37.93571,-122.348,,DJM,340,369,Large
61176,1436,ave,ROPI,2/23/2012,https://www.inaturalist.org/observations/159284643,y,32.72467,-117.129,,WJG,340,369,Large
61177,1437,ave,ROPI,11/14/2022,https://www.inaturalist.org/observations/142005639,y,40.01826,-75.1836,ID by WJG,Madeline,340,369,Large
61178,1438,ave,ROPI,2/22/2023,https://www.inaturalist.org/observations/149417295,y,37.78325,-122.401,large gray bird with pink foot,WJG,340,369,Large
61179,1439,ave,ROPI,11/15/2017,https://www.inaturalist.org/observations/8903088,y,43.2272,-123.371,,WJG,340,369,Large
61180,1440,ave,ROPI,10/10/2020,https://www.inaturalist.org/observations/62248293,y,39.05734,-94.5853,Same bird,WJG,340,369,Large
61181,1441,ave,ROPI,11/20/2020,https://www.inaturalist.org/observations/71280225,y,39.51626,-119.802,,WJG,340,369,Large
61182,1442,ave,ROPI,8/8/2022,https://www.inaturalist.org/observations/130001242,y,34.00514,-118.462,,WJG,340,369,Large
61183,1443,ave,ROPI,12/5/2020,https://www.inaturalist.org/observations/66136655,y,27.17712,-98.5938,,WJG,340,369,Large
61184,1444,ave,ROPI,8/4/2020,https://www.inaturalist.org/observations/55498550,y,41.50337,-81.6058,,DJM,340,369,Large
61185,1445,ave,ROPI,3/31/2023,https://www.inaturalist.org/observations/167203886,y,40.67972,-75.5134,,DJM,340,369,Large
61186,1446,ave,ROPI,11/23/2022,https://www.inaturalist.org/observations/151037723,y,33.9508,-118.151,,Madeline,340,369,Large
61187,1447,ave,ROPI,12/28/2021,https://www.inaturalist.org/observations/103844105,y,36.95231,-122.048,ID by DJM,Madeline,340,369,Large
61188,1448,ave,ROPI,12/7/2007,https://www.inaturalist.org/observations/19930649,y,33.99011,-118.291,,April,340,369,Large
61189,1449,ave,ROPI,2/27/2021,https://www.inaturalist.org/observations/70329381,y,30.33815,-97.7849,,WJG,340,369,Large
61190,1450,ave,ROPI,11/10/2022,https://www.inaturalist.org/observations/145921171,y,32.21426,-110.94,,DJM,340,369,Large
61191,1451,ave,ROPI,3/2/2020,https://www.inaturalist.org/observations/59994159,y,32.22337,-110.971,,DJM,340,369,Large
61192,1452,ave,ROPI,11/29/2022,https://www.inaturalist.org/observations/143346577,y,39.95019,-75.1699,Pic 4 is best for prey ID,WJG,340,369,Large
61193,1453,ave,ROPI,1/15/2022,https://www.inaturalist.org/observations/104984611,y,40.46798,-79.9559,,WJG,340,369,Large
61194,1454,ave,ROPI,8/24/2018,https://www.inaturalist.org/observations/15860348,y,33.88915,-118.229,,WJG,340,369,Large
61195,1455,ave,ROPI,1/2/2023,https://www.inaturalist.org/observations/145728594,y,37.59333,-122.044,,WJG,340,369,Large
61196,1456,ave,ROPI,7/2/2019,https://www.inaturalist.org/observations/28099514,y,33.87111,-118.173,,WJG,340,369,Large
61197,1457,ave,ROPI,2/10/2020,https://www.inaturalist.org/observations/38525241,y,39.75926,-104.883,,DJM,340,369,Large
61198,1458,ave,ROPI,12/23/2020,https://www.inaturalist.org/observations/66969901,y,40.70173,-73.8842,,DJM,340,369,Large
61199,1459,ave,ROPI,12/19/2022,https://www.inaturalist.org/observations/144684799,y,42.897,-78.9772,large gray head with black bill,WJG,340,369,Large
61200,1460,ave,ROPI,2/5/2017,https://www.inaturalist.org/observations/37088990,y,29.76244,-95.5972,,WJG,340,369,Large
61201,1461,ave,ROPI,8/19/2016,http://www.inaturalist.org/observations/4425101,y,37.80087,-122.452,,WJG,340,369,Large
61202,1462,ave,ROPI,12/11/2007,http://www.inaturalist.org/observations/234605,y,39.64015,-86.858,,WJG,340,369,Large
61203,1463,ave,ROPI,3/13/2021,https://www.inaturalist.org/observations/71145755,y,29.9563,-90.0144,,WJG,340,369,Large
61204,1464,ave,ROPI,1/27/2020,https://www.inaturalist.org/observations/38045358,y,34.01535,-118.295,,DJM,340,369,Large
61205,1465,ave,ROPI,5/10/2023,https://www.inaturalist.org/observations/164363091,y,39.52194,-84.2055,,WJG,340,369,Large
61206,1466,ave,ROPI,7/4/2021,https://www.inaturalist.org/observations/85649444,y,37.22788,-121.811,,DJM,340,369,Large
61207,1467,ave,ROPI,3/18/2022,https://www.inaturalist.org/observations/108896495,y,42.34149,-71.098,,DJM,340,369,Large
61208,1468,ave,ROPI,3/18/2022,https://www.inaturalist.org/observations/108899604,y,25.69265,-80.3775,,DJM,340,369,Large
61209,1469,ave,ROPI,5/4/2021,https://www.inaturalist.org/observations/77315906,y,48.9485,-115.064,Great pic,WJG,340,369,Large
61210,1470,ave,ROPI,1/24/2022,https://www.inaturalist.org/observations/105557379,y,39.47358,-118.769,,WJG,340,369,Large
61211,1471,ave,ROPI,4/13/2009,https://www.inaturalist.org/observations/105734839,y,39.65564,-78.8106,,WJG,340,369,Large
61212,1472,ave,ROPI,12/18/2021,https://www.inaturalist.org/observations/103292407,y,29.96448,-95.5422,,DJM,340,369,Large
61213,1473,ave,ROPI,10/2/2020,https://www.inaturalist.org/observations/65766010,y,33.55408,-117.214,,WJG,340,369,Large
61214,1474,ave,ROPI,10/24/2019,https://www.inaturalist.org/observations/34942843,y,32.72527,-117.167,,WJG,340,369,Large
61215,1475,ave,ROPI,9/2/2020,https://www.inaturalist.org/observations/58386666,y,33.8,-117.95,,DJM,340,369,Large
61216,1476,ave,ROPI,1/2/2020,https://www.inaturalist.org/observations/37265244,y,32.89375,-97.3405,,WJG,340,369,Large
61217,1477,ave,ROPI,2/6/2021,https://www.inaturalist.org/observations/69151345,y,32.81229,-96.9514,,Jules,340,369,Large
61218,1478,ave,ROPI,8/19/2021,https://www.inaturalist.org/observations/91736544,y,28.01516,-82.6081,,DJM,340,369,Large
61219,1479,ave,ROPI,3/28/2022,https://www.inaturalist.org/observations/110355978,y,31.06088,-97.6649,,DJM,340,369,Large
61220,1480,ave,ROPI,4/17/2022,https://www.inaturalist.org/observations/111786138,y,40.21206,-74.0046,,DJM,340,369,Large
61221,1481,ave,ROPI,2/4/2018,https://www.inaturalist.org/observations/9770199,y,32.98069,-96.9213,,WJG,340,369,Large
61222,1482,ave,ROPI,1/5/2023,https://www.inaturalist.org/observations/145898513,y,41.50365,-81.6068,,DJM,340,369,Large
61223,1483,ave,ROPI,7/1/2021,https://www.inaturalist.org/observations/85235375,y,37.6841,-122.113,rectrix in 4th pic,DJM,340,369,Large
61224,1484,ave,ROPI,5/26/2019,https://www.inaturalist.org/observations/25850677,y,34.12809,-118.147,,WJG,340,369,Large
61225,1485,ave,ROPI,11/13/2021,https://www.inaturalist.org/observations/101055241,y,38.68023,-121.274,,DJM,340,369,Large
61226,1486,ave,ROPI,12/16/2017,https://www.inaturalist.org/observations/11741592,y,40.76307,-73.9487,,WJG,340,369,Large
