observed_on,url,Prey Y/N,prey_desc,latitude,longitude,notes,observer
9/21/2019,https://www.inaturalist.org/observations/36634862,N,,48.0227,-120.111,,Eling
9/21/2019,https://www.inaturalist.org/observations/38142839,N,,48.1218,-69.6749,,Eling
9/22/2019,https://www.inaturalist.org/observations/33236752,N,,46.70366,-117.467,,JW
9/22/2019,https://www.inaturalist.org/observations/33236762,N,,46.63171,-117.811,,JW
9/22/2019,https://www.inaturalist.org/observations/34724020,N,,13.32848,-86.8383,,JW
9/22/2019,https://www.inaturalist.org/observations/35687211,N,,44.39684,-76.1628,,JW
9/22/2019,https://www.inaturalist.org/observations/39276762,N,,44.39008,-69.5224,,Eling
9/22/2019,https://www.inaturalist.org/observations/145977145,N,,46.84691,-92.0316,,JW
9/23/2019,https://www.inaturalist.org/observations/33257501,N,,42.66285,-88.8445,,JW
9/23/2019,https://www.inaturalist.org/observations/33321216,N,,37.82548,-122.499,,JW
9/24/2019,https://www.inaturalist.org/observations/33342152,N,,22.13396,-100.994,,JW
9/24/2019,https://www.inaturalist.org/observations/33495202,N,,43.6524,-110.744,,JW
9/24/2019,https://www.inaturalist.org/observations/33569199,N,,43.64655,-79.4637,,JW
9/24/2019,https://www.inaturalist.org/observations/57492713,N,,32.35583,-110.936,,JW
9/24/2019,https://www.inaturalist.org/observations/84900439,N,,-28.4569,-65.8586,,JW
9/25/2019,https://www.inaturalist.org/observations/33377713,N,,39.69996,-78.946,,JW
9/25/2019,https://www.inaturalist.org/observations/33387534,N,,47.38246,-91.1975,,JW
9/25/2019,https://www.inaturalist.org/observations/33393325,N,,47.38248,-91.1975,,JW
9/25/2019,https://www.inaturalist.org/observations/33647744,N,,38.93275,-120.11,,JW
9/25/2019,https://www.inaturalist.org/observations/33412219,NA,,34.1299,-118.282,COOPERS HAWK,JW
9/25/2019,https://www.inaturalist.org/observations/33647424,NA,,38.93295,-120.11,PEREGRINE FALCON,JW
9/26/2019,https://www.inaturalist.org/observations/33485490,N,,47.38268,-91.1975,,JW
9/26/2019,https://www.inaturalist.org/observations/33485491,N,,47.3832,-91.1972,,JW
9/26/2019,https://www.inaturalist.org/observations/33969232,N,,46.46631,-117.9,,JW
9/26/2019,https://www.inaturalist.org/observations/36271180,N,,35.54536,-121.093,,Eling
9/27/2019,https://www.inaturalist.org/observations/33485499,N,,47.38289,-91.1972,,JW
9/27/2019,https://www.inaturalist.org/observations/33496580,N,,34.00647,-116.62,,JW
9/27/2019,https://www.inaturalist.org/observations/33500681,N,,46.84702,-92.0316,,JW
9/27/2019,https://www.inaturalist.org/observations/33848576,N,,43.76418,-69.3181,,JW
9/27/2019,https://www.inaturalist.org/observations/37888804,N,,44.25245,-72.6018,,Eling
9/27/2019,https://www.inaturalist.org/observations/65484207,N,,28.78148,-82.6151,,JW
9/28/2019,https://www.inaturalist.org/observations/33566543,N,,43.9357,-76.8626,,JW
9/28/2019,https://www.inaturalist.org/observations/64460445,N,,49.48488,-113.944,DEAD,JW
9/29/2019,https://www.inaturalist.org/observations/33623446,N,,41.24946,-72.8991,,JW
9/29/2019,https://www.inaturalist.org/observations/33623770,N,,52.10958,-106.67,,JW
9/29/2019,https://www.inaturalist.org/observations/33627183,N,,40.47494,-75.2632,,JW
9/29/2019,https://www.inaturalist.org/observations/33657692,N,,29.52614,-94.7659,,JW
9/29/2019,https://www.inaturalist.org/observations/88267692,N,,,,,JW
9/30/2019,https://www.inaturalist.org/observations/33663778,N,,36.47187,-121.189,,JW
9/30/2019,https://www.inaturalist.org/observations/33681090,N,,33.13123,-117.141,,JW
9/30/2019,https://www.inaturalist.org/observations/33787244,N,,44.29351,-81.5905,,JW
9/30/2019,https://www.inaturalist.org/observations/34016624,N,,49.69835,-123.167,COOL,JW
9/30/2019,https://www.inaturalist.org/observations/40117513,N,,47.65695,-122.111,,Eling
10/1/2019,https://www.inaturalist.org/observations/33722001,N,,41.61968,-83.7929,,JW
10/1/2019,https://www.inaturalist.org/observations/33726618,N,,33.57528,-112.579,,JW
10/2/2019,https://www.inaturalist.org/observations/49873305,Y,WBNU,41.3454,-71.9826,I think...,JW
10/2/2019,https://www.inaturalist.org/observations/33765548,N,,32.55199,-117.068,,JW
10/2/2019,https://www.inaturalist.org/observations/33775692,N,,41.51073,-109.479,,JW
10/2/2019,https://www.inaturalist.org/observations/34277258,N,,45.46932,-64.7719,,JW
10/3/2019,https://www.inaturalist.org/observations/33809977,N,,33.93308,-112.695,,JW
10/3/2019,https://www.inaturalist.org/observations/33823409,N,,51.3508,-105.217,,JW
10/3/2019,https://www.inaturalist.org/observations/34991646,N,,25.34591,-100.273,,JW
10/3/2019,https://www.inaturalist.org/observations/36442936,N,,44.16464,-66.1833,,Eling
10/4/2019,https://www.inaturalist.org/observations/33860555,N,?,45.27635,-75.9997,,JW
10/4/2019,https://www.inaturalist.org/observations/33847378,N,,40.85438,-73.8197,,JW
10/4/2019,https://www.inaturalist.org/observations/33866656,N,,46.84498,-92.0389,,JW
10/4/2019,https://www.inaturalist.org/observations/33869283,N,,38.93255,-74.9603,SINGLE FEATHER,JW
10/4/2019,https://www.inaturalist.org/observations/33872219,N,,46.71945,-117.016,,JW
10/4/2019,https://www.inaturalist.org/observations/33872360,N,,4.671091,-74.0499,,JW
10/4/2019,https://www.inaturalist.org/observations/33956230,N,,41.74455,-74.1772,,JW
10/4/2019,https://www.inaturalist.org/observations/34013266,N,,32.7239,-116.946,,JW
10/5/2019,https://www.inaturalist.org/observations/33900707,N,,29.76497,-95.4479,,JW
10/5/2019,https://www.inaturalist.org/observations/33912612,N,,29.78608,-98.8889,,JW
10/5/2019,https://www.inaturalist.org/observations/34996617,N,,33.73996,-117.694,,JW
10/5/2019,https://www.inaturalist.org/observations/37587507,N,,38.10254,-122.859,,Eling
10/5/2019,https://www.inaturalist.org/observations/56980262,N,,34.59927,-112.535,,JW
10/5/2019,https://www.inaturalist.org/observations/110625486,n,,31.41322,-110.304,,WJG
10/5/2019,https://www.inaturalist.org/observations/153143945,N,,32.68918,-117.246,,Naumann
10/6/2019,https://www.inaturalist.org/observations/33991644,N,,38.95144,-95.2708,,JW
10/6/2019,https://www.inaturalist.org/observations/33991663,N,,38.95259,-95.27,,JW
10/6/2019,https://www.inaturalist.org/observations/34046171,N,,-34.6633,-58.3146,,JW
10/6/2019,https://www.inaturalist.org/observations/34054381,N,,37.82862,-122.499,,JW
10/6/2019,https://www.inaturalist.org/observations/34054390,N,,37.82863,-122.499,,JW
10/6/2019,https://www.inaturalist.org/observations/34149107,N,,41.22031,-122.38,,JW
10/6/2019,https://www.inaturalist.org/observations/34766149,N,,45.19512,-93.2663,,JW
10/7/2019,https://www.inaturalist.org/observations/34034311,N,,45.66199,-75.7244,,JW
10/7/2019,https://www.inaturalist.org/observations/34047007,N,,40.16941,-111.724,,JW
10/8/2019,https://www.inaturalist.org/observations/34061506,N,,42.67098,-83.0195,,JW
10/8/2019,https://www.inaturalist.org/observations/34094301,N,,43.00448,-72.5962,,JW
10/8/2019,https://www.inaturalist.org/observations/34333926,N,,51.78968,-125.343,,JW
10/8/2019,https://www.inaturalist.org/observations/35444770,N,,21.3622,-104.854,,JW
10/8/2019,https://www.inaturalist.org/observations/37512226,N,,30.06978,-95.7387,,Eling
10/9/2019,https://www.inaturalist.org/observations/34135755,N,,42.78015,-88.9171,,JW
10/9/2019,https://www.inaturalist.org/observations/34141608,N,,42.42004,-88.9316,,JW
10/9/2019,https://www.inaturalist.org/observations/34174858,N,,34.11124,-117.95,,JW
10/9/2019,https://www.inaturalist.org/observations/34231834,N,,31.08178,-93.2137,,JW
10/9/2019,https://www.inaturalist.org/observations/34231835,N,,31.08178,-93.2137,,JW
10/9/2019,https://www.inaturalist.org/observations/34231840,N,,31.08178,-93.2137,,JW
10/9/2019,https://www.inaturalist.org/observations/34266430,N,,38.29347,-122.056,,JW
10/9/2019,https://www.inaturalist.org/observations/34378182,N,,42.44351,-76.7582,,JW
10/10/2019,https://www.inaturalist.org/observations/34171523,N,,31.58085,-110.462,,JW
10/10/2019,https://www.inaturalist.org/observations/34227712,N,,40.52477,-105.172,,JW
10/10/2019,https://www.inaturalist.org/observations/34434094,N,,47.07797,-122.71,,JW
10/10/2019,https://www.inaturalist.org/observations/34839397,N,,45.20434,-117.871,SSP VELOX,JW
10/10/2019,https://www.inaturalist.org/observations/36704297,NA,,5.305548,-73.8656,,Eling
10/11/2019,https://www.inaturalist.org/observations/37075070,NA,,45.10446,-93.351,,Eling
10/12/2019,https://www.inaturalist.org/observations/34259887,N,,44.56003,-79.5715,FEATHERS ONLY,JW
10/12/2019,https://www.inaturalist.org/observations/34280079,N,,38.80269,-75.0915,,JW
10/12/2019,https://www.inaturalist.org/observations/34324934,N,,30.27731,-98.4128,,JW
10/12/2019,https://www.inaturalist.org/observations/34341390,N,,31.52929,-108.881,,JW
10/12/2019,https://www.inaturalist.org/observations/34354452,N,,46.84403,-68.5694,,JW
10/12/2019,https://www.inaturalist.org/observations/34385763,N,,30.46047,-97.7621,,JW
10/12/2019,https://www.inaturalist.org/observations/34385766,N,,30.46047,-97.7621,,JW
10/12/2019,https://www.inaturalist.org/observations/34394422,N,,-2.89211,-79.014,SSP VENTRALIS,JW
10/12/2019,https://www.inaturalist.org/observations/34439860,N,,42.56045,-123.59,,JW
10/12/2019,https://www.inaturalist.org/observations/34441282,N,,29.53646,-94.7621,,JW
10/12/2019,https://www.inaturalist.org/observations/34482592,N,,36.97342,-122.033,,JW
10/12/2019,https://www.inaturalist.org/observations/34484487,N,,40.5039,-121.313,,JW
10/12/2019,https://www.inaturalist.org/observations/34500281,N,,33.80453,-106.891,,JW
10/12/2019,https://www.inaturalist.org/observations/35011174,N,,33.06134,-96.953,,JW
10/12/2019,https://www.inaturalist.org/observations/49776516,N,,38.90676,-74.9991,,JW
10/12/2019,https://www.inaturalist.org/observations/54314078,N,,37.37921,-78.7974,,JW
10/13/2019,https://www.inaturalist.org/observations/34319732,N,,35.18555,-97.3699,,JW
10/13/2019,https://www.inaturalist.org/observations/34333325,N,,40.83122,-77.9709,,JW
10/13/2019,https://www.inaturalist.org/observations/34333355,N,,40.83109,-77.971,,JW
10/13/2019,https://www.inaturalist.org/observations/34333460,N,,40.83108,-77.971,,JW
10/13/2019,https://www.inaturalist.org/observations/34359519,N,,47.38293,-91.1936,,JW
10/13/2019,https://www.inaturalist.org/observations/34485843,N,,25.19139,-100.919,,JW
10/13/2019,https://www.inaturalist.org/observations/35309629,N,,39.49889,-77.6242,,JW
10/14/2019,https://www.inaturalist.org/observations/34391049,Y,?,35.13011,-114.12,,JW
10/14/2019,https://www.inaturalist.org/observations/34383837,N,,49.81175,-119.652,,JW
10/14/2019,https://www.inaturalist.org/observations/34384825,N,,45.64552,-61.7546,,JW
10/14/2019,https://www.inaturalist.org/observations/34386742,N,,40.57175,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/34388072,N,,33.77181,-118.134,,JW
10/14/2019,https://www.inaturalist.org/observations/34388184,N,,40.57173,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/34388208,N,,40.57171,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/34413086,N,,37.82548,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34413091,N,,37.82548,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34413105,N,,37.82548,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34413109,N,,37.82548,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34413143,N,,37.82548,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34414767,N,,37.82852,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34414768,N,,37.82852,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34414791,N,,37.82852,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34414796,N,,37.82852,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34414803,N,,37.82852,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34414808,N,,37.82852,-122.499,,JW
10/14/2019,https://www.inaturalist.org/observations/34500107,N,,32.30128,-110.974,,JW
10/14/2019,https://www.inaturalist.org/observations/34664805,N,,40.57171,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/34665163,N,,40.57175,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/34665233,N,,40.57171,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/34665328,N,,40.5717,-77.8264,,JW
10/14/2019,https://www.inaturalist.org/observations/35003828,N,,42.22362,-87.8137,,JW
10/15/2019,https://www.inaturalist.org/observations/34496617,N,,19.31808,-99.7075,,JW
10/15/2019,https://www.inaturalist.org/observations/39122533,N,,38.70737,-90.7511,,Eling
10/16/2019,https://www.inaturalist.org/observations/34460040,Y,HOFI,30.27743,-98.4121,,JW
10/16/2019,https://www.inaturalist.org/observations/34479716,N,,32.88804,-97.28,,JW
10/16/2019,https://www.inaturalist.org/observations/34544720,N,,37.95133,-122.6,,JW
10/17/2019,https://www.inaturalist.org/observations/34526115,N,,48.83475,-125.135,DEAD,JW
10/17/2019,https://www.inaturalist.org/observations/34709274,N,,43.6953,-79.255,,JW
10/17/2019,https://www.inaturalist.org/observations/34718889,N,,40.71684,-77.8941,,JW
10/17/2019,https://www.inaturalist.org/observations/34719130,N,,36.18333,-81.8599,,JW
10/17/2019,https://www.inaturalist.org/observations/34920438,N,,45.20386,-117.871,,JW
10/18/2019,https://www.inaturalist.org/observations/34571476,Y,HOSP,30.27742,-98.4121,cool,JW
10/18/2019,https://www.inaturalist.org/observations/34556011,N,,37.5866,-122.472,,JW
10/18/2019,https://www.inaturalist.org/observations/34630473,N,,37.1603,-121.871,,JW
10/18/2019,https://www.inaturalist.org/observations/34641140,N,,38.04456,-76.3226,,JW
10/18/2019,https://www.inaturalist.org/observations/34666336,N,,38.93249,-74.958,,JW
10/18/2019,https://www.inaturalist.org/observations/34719213,N,,40.71687,-77.8941,,JW
10/19/2019,https://www.inaturalist.org/observations/34595766,N,,41.8783,-87.8237,,JW
10/19/2019,https://www.inaturalist.org/observations/34600832,N,,37.54325,-77.5092,,JW
10/19/2019,https://www.inaturalist.org/observations/34607727,N,,26.28909,-98.1628,,JW
10/19/2019,https://www.inaturalist.org/observations/34669247,N,,33.00763,-94.6868,,JW
10/19/2019,https://www.inaturalist.org/observations/34763440,N,,42.72688,-103.843,,JW
10/19/2019,https://www.inaturalist.org/observations/34841765,N,,-0.46829,-78.4249,SSP VENTRALIS,JW
10/19/2019,https://www.inaturalist.org/observations/54315055,N,,38.81254,-76.5085,,JW
10/20/2019,https://www.inaturalist.org/observations/34629547,N,,44.54935,-73.1349,,JW
10/20/2019,https://www.inaturalist.org/observations/34647591,N,,40.6565,-73.994,,JW
10/20/2019,https://www.inaturalist.org/observations/34662917,N,,34.11671,-117.714,,JW
10/20/2019,https://www.inaturalist.org/observations/34663201,N,,30.27746,-98.4121,,JW
10/20/2019,https://www.inaturalist.org/observations/91667490,N,,-32.3238,-65.026,,JW
10/20/2019,https://www.inaturalist.org/observations/171406836,n,,32.94934,-98.1618,,WJG
10/20/2019,https://www.inaturalist.org/observations/38317463,NA,,37.8046,-122.46,,Eling
10/21/2019,https://www.inaturalist.org/observations/34690350,N,,29.5862,-98.6173,,JW
10/21/2019,https://www.inaturalist.org/observations/34697162,N,,32.85796,-117.235,,JW
10/21/2019,https://www.inaturalist.org/observations/34712440,N,,38.9516,-95.2698,,JW
10/21/2019,https://www.inaturalist.org/observations/34719396,N,,37.82548,-122.499,,JW
10/22/2019,https://www.inaturalist.org/observations/35498489,N,,37.83516,-122.491,,JW
10/23/2019,https://www.inaturalist.org/observations/34800669,N,,41.92898,-87.8358,,JW
10/23/2019,https://www.inaturalist.org/observations/34804054,N,,16.73306,-92.645,,JW
10/23/2019,https://www.inaturalist.org/observations/34804326,N,,16.73062,-92.648,,JW
10/23/2019,https://www.inaturalist.org/observations/34809233,N,,40.57172,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34809260,N,,40.57178,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34809307,N,,40.57181,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34809331,N,,40.57167,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34811935,N,,38.94419,-95.2684,,JW
10/23/2019,https://www.inaturalist.org/observations/34812180,N,,30.27739,-98.4121,,JW
10/23/2019,https://www.inaturalist.org/observations/34812263,N,,40.57174,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34812362,N,,40.57168,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34812409,N,,40.57169,-77.8265,,JW
10/23/2019,https://www.inaturalist.org/observations/34812439,N,,40.5717,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34812462,N,,40.57164,-77.8265,,JW
10/23/2019,https://www.inaturalist.org/observations/34892701,N,,40.57172,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/34892796,N,,40.57174,-77.8264,,JW
10/23/2019,https://www.inaturalist.org/observations/35553419,N,,42.46654,-87.8055,,JW
10/23/2019,https://www.inaturalist.org/observations/36473389,N,,47.75074,-122.083,,Eling
10/25/2019,https://www.inaturalist.org/observations/34977321,N,,46.34961,-91.0235,,JW
10/25/2019,https://www.inaturalist.org/observations/35137536,N,,39.01513,-114.125,,JW
10/25/2019,https://www.inaturalist.org/observations/35227366,N,,42.40879,-72.72,,JW
10/26/2019,https://www.inaturalist.org/observations/34919345,N,,39.31654,-76.8778,,JW
10/26/2019,https://www.inaturalist.org/observations/34922815,N,,36.69812,-121.61,DEAD,JW
10/26/2019,https://www.inaturalist.org/observations/34946846,N,,33.55566,-101.866,,JW
10/26/2019,https://www.inaturalist.org/observations/34947278,N,,37.40533,-121.955,,JW
10/26/2019,https://www.inaturalist.org/observations/56364967,N,,46.86466,-92.0359,,JW
10/27/2019,https://www.inaturalist.org/observations/34970387,N,,30.24813,-88.0867,,JW
10/27/2019,https://www.inaturalist.org/observations/34972317,N,,33.13211,-117.141,,JW
10/27/2019,https://www.inaturalist.org/observations/34974474,N,,33.13262,-117.142,,JW
10/27/2019,https://www.inaturalist.org/observations/34975221,N,,48.0904,-122.878,,JW
10/27/2019,https://www.inaturalist.org/observations/34976618,N,,30.37215,-103.652,,JW
10/27/2019,https://www.inaturalist.org/observations/34982776,N,,34.46047,-119.758,,JW
10/27/2019,https://www.inaturalist.org/observations/34990852,N,,21.02799,-101.217,,JW
10/27/2019,https://www.inaturalist.org/observations/34991207,N,,46.17458,-123.67,,JW
10/27/2019,https://www.inaturalist.org/observations/34995716,N,,42.71154,-114.626,,JW
10/27/2019,https://www.inaturalist.org/observations/35071913,N,,32.85998,-116.918,,JW
10/27/2019,https://www.inaturalist.org/observations/35571771,N,,42.46657,-87.8055,,JW
10/27/2019,https://www.inaturalist.org/observations/35728766,N,,24.08688,-110.192,,Eling
10/27/2019,https://www.inaturalist.org/observations/36794099,N,,21.8237,-101.075,,Eling
10/27/2019,https://www.inaturalist.org/observations/93227500,N,,42.28203,-87.8201,,JW
10/28/2019,https://www.inaturalist.org/observations/35022542,N,,46.14707,-123.654,,JW
10/28/2019,https://www.inaturalist.org/observations/35032291,N,,40.08168,-78.728,,JW
10/28/2019,https://www.inaturalist.org/observations/35032475,N,,40.08158,-78.7279,,JW
10/28/2019,https://www.inaturalist.org/observations/35061971,N,,40.08156,-78.7279,,JW
10/28/2019,https://www.inaturalist.org/observations/35062430,N,,40.08159,-78.7279,,JW
10/28/2019,https://www.inaturalist.org/observations/35064519,N,,40.08172,-78.7284,,JW
10/28/2019,https://www.inaturalist.org/observations/35064608,N,,40.08164,-78.7277,,JW
10/28/2019,https://www.inaturalist.org/observations/35068404,N,,43.31415,-81.7667,,JW
10/28/2019,https://www.inaturalist.org/observations/35177931,N,,0.123755,-78.6299,SSP VENTRALIS,JW
10/29/2019,https://www.inaturalist.org/observations/35062300,N,,40.13049,-88.1482,,JW
10/29/2019,https://www.inaturalist.org/observations/35076108,N,,37.16017,-121.899,,JW
10/29/2019,https://www.inaturalist.org/observations/35109750,N,,33.99494,-117.381,,JW
10/29/2019,https://www.inaturalist.org/observations/35179882,N,,37.95673,-122.55,DEAD,JW
10/29/2019,https://www.inaturalist.org/observations/35571774,N,,42.46657,-87.8055,,JW
10/29/2019,https://www.inaturalist.org/observations/35803359,N,,19.28723,-99.0912,,Eling
10/29/2019,https://www.inaturalist.org/observations/35064868,NA,,33.82913,-118.342,COOPERS HAWK,JW
10/30/2019,https://www.inaturalist.org/observations/35099091,N,,45.08948,-64.3814,,JW
10/30/2019,https://www.inaturalist.org/observations/35213648,N,,38.63256,-121.2,,JW
10/30/2019,https://www.inaturalist.org/observations/35267393,N,,34.03355,-117.206,,JW
10/31/2019,https://www.inaturalist.org/observations/35148021,N,,25.77227,-100.216,,JW
10/31/2019,https://www.inaturalist.org/observations/35152656,N,,30.11336,-92.854,,JW
10/31/2019,https://www.inaturalist.org/observations/35153575,N,,30.11399,-92.8541,,JW
10/31/2019,https://www.inaturalist.org/observations/35183550,N,,47.67388,-122.335,,JW
10/31/2019,https://www.inaturalist.org/observations/35187565,N,,30.2774,-98.4121,,JW
10/31/2019,https://www.inaturalist.org/observations/35609171,N,,38.74411,-77.1755,,JW
11/1/2019,https://www.inaturalist.org/observations/35171544,N,,57.05882,-135.337,,JW
11/1/2019,https://www.inaturalist.org/observations/35272567,N,,31.08016,-108.371,,JW
11/1/2019,https://www.inaturalist.org/observations/35350544,N,,40.71678,-77.894,,JW
11/1/2019,https://www.inaturalist.org/observations/35351243,N,,40.71684,-77.8942,,JW
11/1/2019,https://www.inaturalist.org/observations/36609269,N,,47.76476,-122.384,,Eling
11/1/2019,https://www.inaturalist.org/observations/36827405,N,,34.22643,-119.059,,Eling
11/2/2019,https://www.inaturalist.org/observations/35706139,Y,Haemorhous sp.,32.90889,-117.233,"Can see tan streaked breast in pic 5. Guessing HOFI, but could be PUFI",JW
11/2/2019,https://www.inaturalist.org/observations/35218482,N,,57.0596,-135.342,,JW
11/2/2019,https://www.inaturalist.org/observations/35220151,N,,30.0072,-92.7913,,JW
11/2/2019,https://www.inaturalist.org/observations/35222519,N,,33.32101,-98.7193,,JW
11/2/2019,https://www.inaturalist.org/observations/35224634,N,,37.36165,-122.157,,JW
11/2/2019,https://www.inaturalist.org/observations/35250437,N,,43.49535,-65.5775,,JW
11/2/2019,https://www.inaturalist.org/observations/35302272,N,,29.78331,-93.2276,,JW
11/2/2019,https://www.inaturalist.org/observations/35330478,N,,31.81694,-116.608,,JW
11/2/2019,https://www.inaturalist.org/observations/35751517,N,,42.46654,-87.8056,,Eling
11/3/2019,https://www.inaturalist.org/observations/35249910,N,,38.57801,-121.459,,JW
11/3/2019,https://www.inaturalist.org/observations/35553221,N,,45.20442,-117.871,SSP VELOX,JW
11/3/2019,https://www.inaturalist.org/observations/89224104,N,,35.13048,-106.683,,JW
11/5/2019,https://www.inaturalist.org/observations/57296330,Y,ROPI,37.40622,-122.078,,JW
11/5/2019,https://www.inaturalist.org/observations/35351421,N,,32.8158,-117.01,,JW
11/5/2019,https://www.inaturalist.org/observations/142662593,N,,31.56098,-109.722,,Naumann
11/6/2019,https://www.inaturalist.org/observations/35391523,N,,38.95144,-95.2712,,JW
11/6/2019,https://www.inaturalist.org/observations/35399462,N,,26.53706,-100.501,,JW
11/6/2019,https://www.inaturalist.org/observations/35419841,N,,39.66463,-104.733,,JW
11/6/2019,https://www.inaturalist.org/observations/37701933,N,,26.17604,-98.2296,,Eling
11/6/2019,https://www.inaturalist.org/observations/35398781,NA,,48.11704,-122.76,COOPERS HAWK,JW
11/6/2019,https://www.inaturalist.org/observations/35414617,NA,,39.31363,-84.5505,COHA,JW
11/7/2019,https://www.inaturalist.org/observations/35418691,N,,32.82041,-117.202,,JW
11/7/2019,https://www.inaturalist.org/observations/35655788,N,,32.55811,-117.078,,JW
11/7/2019,https://www.inaturalist.org/observations/62091307,N,,37.0428,-122.066,,JW
11/8/2019,https://www.inaturalist.org/observations/35476679,N,,30.27739,-98.4121,,JW
11/8/2019,https://www.inaturalist.org/observations/44446428,N,,18.22497,-71.7505,,Eling
11/8/2019,https://www.inaturalist.org/observations/35788519,NA,,35.01678,-106.598,,Eling
11/9/2019,https://www.inaturalist.org/observations/35494426,N,,42.27763,-85.1323,,JW
11/9/2019,https://www.inaturalist.org/observations/35497689,N,,43.96713,-121.341,,JW
11/9/2019,https://www.inaturalist.org/observations/35528043,N,,41.84295,-79.1297,,JW
11/9/2019,https://www.inaturalist.org/observations/35528832,N,,32.25988,-110.873,,JW
11/9/2019,https://www.inaturalist.org/observations/152811095,N,,38.17612,-75.1496,,Naumann
11/10/2019,https://www.inaturalist.org/observations/35548427,N,,27.11209,-80.288,,JW
11/10/2019,https://www.inaturalist.org/observations/35578598,N,,42.30763,-72.7385,,JW
11/10/2019,https://www.inaturalist.org/observations/35654824,N,,48.87952,-123.336,SINGLE FEATHER,JW
11/10/2019,https://www.inaturalist.org/observations/48272084,N,,40.5075,-74.8276,,JW
11/10/2019,https://www.inaturalist.org/observations/133336702,N,,35.92541,-84.5149,,JW
11/11/2019,https://www.inaturalist.org/observations/35585911,Y,MODO,44.6322,-79.4198,,JW
11/11/2019,https://www.inaturalist.org/observations/35570746,N,,39.67275,-105.063,,JW
11/11/2019,https://www.inaturalist.org/observations/35595157,N,,37.28705,-122.078,DEAD,JW
11/11/2019,https://www.inaturalist.org/observations/35606336,N,,37.24828,-121.936,,JW
11/11/2019,https://www.inaturalist.org/observations/35577246,NA,,42.36857,-71.2594,COOPERS HAWK,JW
11/12/2019,https://www.inaturalist.org/observations/35609225,N,,30.2774,-98.4121,,JW
11/13/2019,https://www.inaturalist.org/observations/35647355,N,,46.54921,-120.495,DEAD,JW
11/13/2019,https://www.inaturalist.org/observations/35653114,N,,31.90853,-116.732,,JW
11/13/2019,https://www.inaturalist.org/observations/35653314,N,,30.06821,-98.6222,,JW
11/13/2019,https://www.inaturalist.org/observations/35653904,N,,47.57375,-122.384,,JW
11/13/2019,https://www.inaturalist.org/observations/38270869,N,,38.57577,-121.42,,Eling
11/14/2019,https://www.inaturalist.org/observations/35689702,N,,19.52574,-99.1866,,JW
11/14/2019,https://www.inaturalist.org/observations/35727742,N,,34.26552,-117.187,,JW
11/14/2019,https://www.inaturalist.org/observations/35728058,N,,29.78512,-90.1134,,JW
11/15/2019,https://www.inaturalist.org/observations/35713009,N,,43.4355,-80.3168,,JW
11/15/2019,https://www.inaturalist.org/observations/35720589,N,,45.20416,-117.871,,JW
11/15/2019,https://www.inaturalist.org/observations/66760710,N,,33.93277,-112.695,,JW
11/15/2019,https://www.inaturalist.org/observations/35922741,NA,,45.20486,-117.871,,Eling
11/16/2019,https://www.inaturalist.org/observations/35748165,N,,43.14242,-81.5325,,Eling
11/16/2019,https://www.inaturalist.org/observations/35750714,N,,39.32308,-76.6443,,Eling
11/16/2019,https://www.inaturalist.org/observations/35751163,N,,29.76666,-95.4504,,Eling
11/16/2019,https://www.inaturalist.org/observations/35755011,N,,39.57284,-75.0055,,Eling
11/16/2019,https://www.inaturalist.org/observations/35758095,N,,40.15357,-89.8528,,Eling
11/16/2019,https://www.inaturalist.org/observations/35873775,N,,38.61474,-121.308,,Eling
11/16/2019,https://www.inaturalist.org/observations/37472832,N,,46.63139,-117.815,cool,Eling
11/16/2019,https://www.inaturalist.org/observations/35759215,NA,,30.35057,-97.8018,,Eling
11/16/2019,https://www.inaturalist.org/observations/35759219,NA,,30.35071,-97.8016,,Eling
11/16/2019,https://www.inaturalist.org/observations/35759220,NA,,30.35073,-97.8017,,Eling
