observed_on,url,Prey Y/N,prey_desc,latitude,longitude,notes,observer
11/17/2020,https://www.inaturalist.org/observations/65098714,N,,49.23839,-122.897,,JW
11/17/2020,https://www.inaturalist.org/observations/65099229,N,,45.13103,-81.3266,,JW
11/17/2020,https://www.inaturalist.org/observations/65099357,N,,42.07111,-124.253,,JW
11/17/2020,https://www.inaturalist.org/observations/65099542,N,,42.07088,-124.253,,JW
11/17/2020,https://www.inaturalist.org/observations/65100400,N,,49.95856,-119.3,,JW
11/17/2020,https://www.inaturalist.org/observations/65100457,N,,46.72948,-117.017,,JW
11/17/2020,https://www.inaturalist.org/observations/66175860,N,,57.04968,-135.345,,JW
11/17/2020,https://www.inaturalist.org/observations/66323561,N,,57.04922,-135.356,,JW
11/17/2020,https://www.inaturalist.org/observations/65107363,NA,,40.73661,-111.842,GREAT HORNED OWL,JW
11/17/2020,https://www.inaturalist.org/observations/65107548,NA,,40.73658,-111.842,COOPERS HAWK,JW
11/18/2020,https://www.inaturalist.org/observations/65153135,N,,20.35844,-89.5931,,JW
11/18/2020,https://www.inaturalist.org/observations/65164092,N,,46.00839,-59.9413,,JW
11/18/2020,https://www.inaturalist.org/observations/65274436,N,,39.5194,-76.1113,,JW
11/19/2020,https://www.inaturalist.org/observations/65318245,Y,VATH,44.6537,-124.049,https://www.fws.gov/lab/featheratlas/feather.php?Bird=VATH_primary_adult,JW
11/19/2020,https://www.inaturalist.org/observations/65228402,N,,40.98105,-76.9399,,JW
11/19/2020,https://www.inaturalist.org/observations/65240852,N,,37.57892,-122.473,,JW
11/19/2020,https://www.inaturalist.org/observations/65247048,N,,38.26573,-121.439,,JW
11/19/2020,https://www.inaturalist.org/observations/65249572,N,,46.17825,-123.965,,JW
11/19/2020,https://www.inaturalist.org/observations/65284759,N,,37.40505,-121.954,,JW
11/19/2020,https://www.inaturalist.org/observations/65233556,NA,,42.88064,-71.3273,RED-BELLIED WOODPECKER,JW
11/20/2020,https://www.inaturalist.org/observations/65283140,N,,26.17685,-98.2299,COOL,JW
11/20/2020,https://www.inaturalist.org/observations/65326616,N,,43.24634,-81.0342,,JW
11/20/2020,https://www.inaturalist.org/observations/65327619,N,,37.57097,-120.158,,JW
11/20/2020,https://www.inaturalist.org/observations/65327620,N,,37.57097,-120.158,,JW
11/20/2020,https://www.inaturalist.org/observations/65347538,N,,36.90341,-76.0994,,JW
11/20/2020,https://www.inaturalist.org/observations/65378581,N,,38.5181,-121.691,,JW
11/20/2020,https://www.inaturalist.org/observations/65653100,N,,28.67551,-81.6032,,JW
11/20/2020,https://www.inaturalist.org/observations/65905742,NA,,42.76442,-71.2031,HOUSE SPARROW,JW
11/21/2020,https://www.inaturalist.org/observations/65351014,N,,35.72736,-78.6945,,JW
11/21/2020,https://www.inaturalist.org/observations/65405289,N,,37.19048,-76.5482,,JW
11/21/2020,https://www.inaturalist.org/observations/65413493,N,,40.62354,-73.2786,,JW
11/21/2020,https://www.inaturalist.org/observations/65429384,N,,39.02733,-76.7963,,JW
11/21/2020,https://www.inaturalist.org/observations/65431158,N,,32.44094,-96.934,,JW
11/21/2020,https://www.inaturalist.org/observations/65506269,N,,38.35022,-76.5284,,JW
11/21/2020,https://www.inaturalist.org/observations/87718658,N,,43.45811,-87.8141,,JW
11/21/2020,https://www.inaturalist.org/observations/65335086,NA,,40.39831,-86.7676,COOPERS HAWK,JW
11/21/2020,https://www.inaturalist.org/observations/65337759,NA,,43.6556,-79.4655,COOPERS HAWK,JW
11/22/2020,https://www.inaturalist.org/observations/65424353,N,,49.27806,-123.086,,JW
11/22/2020,https://www.inaturalist.org/observations/65430982,N,,43.61174,-84.8786,,JW
11/22/2020,https://www.inaturalist.org/observations/65434572,N,,42.47688,-99.6799,,JW
11/22/2020,https://www.inaturalist.org/observations/65444137,N,,43.21881,-79.7383,,JW
11/22/2020,https://www.inaturalist.org/observations/65446840,N,,33.05544,-117.082,,JW
11/22/2020,https://www.inaturalist.org/observations/66078844,N,,37.39604,-121.802,,JW
11/22/2020,https://www.inaturalist.org/observations/65864042,NA,,49.09751,-123.157,COOPERS HAWK,JW
11/23/2020,https://www.inaturalist.org/observations/65493545,N,,32.28123,-110.734,,JW
11/23/2020,https://www.inaturalist.org/observations/65494121,N,,41.15926,-74.0699,,JW
11/23/2020,https://www.inaturalist.org/observations/65502355,N,,40.83134,-77.98,,JW
11/23/2020,https://www.inaturalist.org/observations/65505457,N,,32.78618,-97.1324,,JW
11/23/2020,https://www.inaturalist.org/observations/65537836,N,,33.56875,-101.894,,JW
11/23/2020,https://www.inaturalist.org/observations/65592029,N,,43.59725,-116.265,,JW
11/23/2020,https://www.inaturalist.org/observations/66153069,N,,45.73677,-122.414,,JW
11/23/2020,https://www.inaturalist.org/observations/104789052,N,,,,,Eling
11/23/2020,https://www.inaturalist.org/observations/65512484,NA,,36.59152,-82.2915,EASTERN BLUEBIRD,JW
11/24/2020,https://www.inaturalist.org/observations/65544835,Y,avian,45.13385,-73.5815,,JW
11/24/2020,https://www.inaturalist.org/observations/65553670,N,,33.72681,-117.944,,JW
11/24/2020,https://www.inaturalist.org/observations/65568056,N,,40.06206,-105.2,,JW
11/24/2020,https://www.inaturalist.org/observations/65543412,NA,,43.73283,-79.3081,COOPERS HAWK,JW
11/24/2020,https://www.inaturalist.org/observations/77770901,NA,,41.00873,-73.6756,COOPERS HAWK,JW
11/25/2020,https://www.inaturalist.org/observations/65595286,N,,44.19788,-121.333,,JW
11/25/2020,https://www.inaturalist.org/observations/65598175,N,,46.65524,-87.6306,,JW
11/25/2020,https://www.inaturalist.org/observations/65602065,N,,33.77975,-118.338,,JW
11/25/2020,https://www.inaturalist.org/observations/65605363,N,,44.35337,-78.3789,,JW
11/25/2020,https://www.inaturalist.org/observations/65605595,N,,30.53101,-97.6822,,JW
11/25/2020,https://www.inaturalist.org/observations/65606317,N,,40.33996,-75.1717,,JW
11/25/2020,https://www.inaturalist.org/observations/65645561,N,,33.9032,-98.5465,,JW
11/25/2020,https://www.inaturalist.org/observations/65646174,N,,40.88677,-124.08,,JW
11/25/2020,https://www.inaturalist.org/observations/65798651,N,,26.14833,-97.9309,,JW
11/25/2020,https://www.inaturalist.org/observations/65816962,N,,33.8045,-106.891,,JW
11/25/2020,https://www.inaturalist.org/observations/72063242,N,,49.89505,-119.663,,JW
11/26/2020,https://www.inaturalist.org/observations/65662207,N,,36.22505,-95.903,,JW
11/26/2020,https://www.inaturalist.org/observations/65662643,N,,46.14628,-60.1692,,JW
11/26/2020,https://www.inaturalist.org/observations/65663006,N,,32.78671,-97.1333,,JW
11/26/2020,https://www.inaturalist.org/observations/65976083,N,,30.45039,-99.8023,,JW
11/26/2020,https://www.inaturalist.org/observations/66833627,N,,42.31086,-85.051,,JW
11/26/2020,https://www.inaturalist.org/observations/69846616,N,,43.45928,-87.8144,,JW
11/26/2020,https://www.inaturalist.org/observations/89501001,N,,30.05506,-89.88,,JW
11/27/2020,https://www.inaturalist.org/observations/65717984,N,,38.55262,-121.62,,JW
11/27/2020,https://www.inaturalist.org/observations/65730588,N,,41.08947,-121.412,,JW
11/27/2020,https://www.inaturalist.org/observations/65915126,N,,37.40503,-121.781,,JW
11/27/2020,https://www.inaturalist.org/observations/72310839,N,,37.4406,-88.0306,,JW
11/27/2020,https://www.inaturalist.org/observations/65716666,NA,,40.99028,-72.3693,RED-BREASTED NUTHATCH,JW
11/28/2020,https://www.inaturalist.org/observations/66080438,Y,avian,43.86983,-116.514,,JW
11/28/2020,https://www.inaturalist.org/observations/65775374,N,,46.10302,-123.936,,JW
11/28/2020,https://www.inaturalist.org/observations/65778366,N,,46.14714,-123.654,,JW
11/28/2020,https://www.inaturalist.org/observations/65779633,N,,38.64466,-77.2348,,JW
11/28/2020,https://www.inaturalist.org/observations/65787390,N,,34.18097,-81.2151,,JW
11/28/2020,https://www.inaturalist.org/observations/65797013,N,,49.4778,-119.557,,JW
11/28/2020,https://www.inaturalist.org/observations/65922512,N,,29.25438,-103.301,,JW
11/28/2020,https://www.inaturalist.org/observations/65980702,N,,45.20425,-117.871,,JW
11/28/2020,https://www.inaturalist.org/observations/142260087,N,,19.59216,-99.0569,,Naumann
11/28/2020,https://www.inaturalist.org/observations/65766603,NA,,40.60148,-73.7018,COOPERS HAWK,JW
11/29/2020,https://www.inaturalist.org/observations/65833808,N,,37.24686,-121.963,,JW
11/29/2020,https://www.inaturalist.org/observations/65837586,N,,36.30101,-95.6468,,JW
11/29/2020,https://www.inaturalist.org/observations/65841235,N,,33.14431,-117.021,,JW
11/29/2020,https://www.inaturalist.org/observations/65843060,N,,49.47733,-123.862,,JW
11/29/2020,https://www.inaturalist.org/observations/65852924,N,,41.96334,-87.6344,,JW
11/29/2020,https://www.inaturalist.org/observations/65855599,N,,40.01499,-105.271,,JW
11/29/2020,https://www.inaturalist.org/observations/65861219,N,,37.92197,-122.689,,JW
11/29/2020,https://www.inaturalist.org/observations/65945259,N,,33.56875,-101.894,,JW
11/29/2020,https://www.inaturalist.org/observations/89564950,N,,43.42332,-80.497,,JW
11/30/2020,https://www.inaturalist.org/observations/65946802,N,,34.31,-118.514,,JW
11/30/2020,https://www.inaturalist.org/observations/66128488,N,,36.98791,-122.064,,JW
11/30/2020,https://www.inaturalist.org/observations/66189506,N,,40.99626,-124.114,,JW
11/30/2020,https://www.inaturalist.org/observations/66627917,N,,41.04584,-81.8042,,JW
11/30/2020,https://www.inaturalist.org/observations/71277034,N,,32.96342,-117.202,,JW
12/1/2020,https://www.inaturalist.org/observations/65960355,N,,43.99981,-80.8021,,JW
12/1/2020,https://www.inaturalist.org/observations/65971317,N,,31.4995,-110.846,,JW
12/1/2020,https://www.inaturalist.org/observations/65972582,N,,33.62755,-117.827,,JW
12/1/2020,https://www.inaturalist.org/observations/65986829,N,,37.07283,-121.531,,JW
12/1/2020,https://www.inaturalist.org/observations/66052512,N,,48.2768,-122.569,,JW
12/1/2020,https://www.inaturalist.org/observations/66171022,N,,29.83203,-99.664,,JW
12/1/2020,https://www.inaturalist.org/observations/67288404,N,,37.29446,-122.091,,JW
12/1/2020,https://www.inaturalist.org/observations/103622518,N,,38.27019,-121.442,,Naumann
12/2/2020,https://www.inaturalist.org/observations/66023101,Y,?,29.42931,-98.449,,JW
12/2/2020,https://www.inaturalist.org/observations/66025540,N,,45.68518,-121.392,DEAD,JW
12/2/2020,https://www.inaturalist.org/observations/66027039,N,,32.8885,-97.2839,,JW
12/2/2020,https://www.inaturalist.org/observations/69463066,N,,41.92429,-72.6454,,JW
12/3/2020,https://www.inaturalist.org/observations/66048819,N,,42.78475,-85.4616,,JW
12/3/2020,https://www.inaturalist.org/observations/66065995,N,,43.02064,-123.269,,JW
12/3/2020,https://www.inaturalist.org/observations/66146225,N,,32.71725,-94.0923,,JW
12/3/2020,https://www.inaturalist.org/observations/66239152,N,,37.39021,-122.187,,JW
12/3/2020,https://www.inaturalist.org/observations/66758161,N,,38.41742,-122.943,,JW
12/4/2020,https://www.inaturalist.org/observations/66105190,N,,35.81742,-81.1804,,JW
12/4/2020,https://www.inaturalist.org/observations/66109108,N,,42.27466,-87.9393,,JW
12/4/2020,https://www.inaturalist.org/observations/66117114,N,,27.10399,-80.2799,,JW
12/4/2020,https://www.inaturalist.org/observations/67189484,N,,40.68843,-75.2207,,JW
12/5/2020,https://www.inaturalist.org/observations/66147216,N,,35.56557,-97.5233,,JW
12/5/2020,https://www.inaturalist.org/observations/66151588,N,,41.42555,-88.2046,,JW
12/5/2020,https://www.inaturalist.org/observations/66156359,N,,36.07374,-79.4611,,JW
12/5/2020,https://www.inaturalist.org/observations/66168311,N,,33.97547,-117.426,,JW
12/5/2020,https://www.inaturalist.org/observations/66172982,N,,37.29354,-122.33,,JW
12/5/2020,https://www.inaturalist.org/observations/66236035,N,,37.86174,-121.907,,JW
12/5/2020,https://www.inaturalist.org/observations/143533225,N,,33.06328,-96.9702,,Naumann
12/6/2020,https://www.inaturalist.org/observations/66222011,N,,47.69881,-122.371,,JW
12/6/2020,https://www.inaturalist.org/observations/66232388,N,,36.32618,-92.3814,,JW
12/6/2020,https://www.inaturalist.org/observations/66241990,N,,26.5154,-100.513,,JW
12/6/2020,https://www.inaturalist.org/observations/66294743,N,,33.13582,-117.116,,JW
12/6/2020,https://www.inaturalist.org/observations/66309305,N,,19.29394,-99.1782,,JW
12/6/2020,https://www.inaturalist.org/observations/66726151,N,,42.89673,-112.501,,JW
12/6/2020,https://www.inaturalist.org/observations/72623425,NA,,42.57224,-78.2749,COOPERS HAWK,JW
12/7/2020,https://www.inaturalist.org/observations/66261581,N,,30.68883,-97.7873,,JW
12/7/2020,https://www.inaturalist.org/observations/66262201,N,,39.42711,-119.718,,JW
12/7/2020,https://www.inaturalist.org/observations/66269341,N,,39.14289,-123.732,,JW
12/7/2020,https://www.inaturalist.org/observations/66272448,N,,37.73705,-122.082,,JW
12/7/2020,https://www.inaturalist.org/observations/66280159,N,,46.06458,-118.343,,JW
12/7/2020,https://www.inaturalist.org/observations/66315395,N,,26.53854,-100.509,,JW
12/7/2020,https://www.inaturalist.org/observations/66418161,N,,32.83292,-117.053,,JW
12/7/2020,https://www.inaturalist.org/observations/66990978,N,,26.95307,-97.5346,,JW
12/7/2020,https://www.inaturalist.org/observations/73580978,N,,49.07632,-122.662,,JW
12/7/2020,https://www.inaturalist.org/observations/66267402,NA,,30.47663,-97.6766,COOPERS HAWK,JW
12/8/2020,https://www.inaturalist.org/observations/66292351,N,,39.48542,-105.082,,JW
12/8/2020,https://www.inaturalist.org/observations/66296221,N,,42.34237,-71.5954,,JW
12/8/2020,https://www.inaturalist.org/observations/66308679,N,,32.80984,-117.196,,JW
12/8/2020,https://www.inaturalist.org/observations/66312964,N,,38.32919,-76.4169,,JW
12/8/2020,https://www.inaturalist.org/observations/66342852,N,,46.14623,-60.1693,,JW
12/8/2020,https://www.inaturalist.org/observations/66359499,N,,43.83311,-79.1316,,JW
12/8/2020,https://www.inaturalist.org/observations/66745995,N,,35.81742,-81.1804,,JW
12/8/2020,https://www.inaturalist.org/observations/69270884,N,,41.73542,-122.634,,JW
12/8/2020,https://www.inaturalist.org/observations/66326495,NA,,43.28802,-78.3889,COOPERS HAWK,JW
12/8/2020,https://www.inaturalist.org/observations/86653792,NA,,37.45902,-108.526,COOPERS HAWK,JW
12/9/2020,https://www.inaturalist.org/observations/66347354,Y,avian,40.72529,-73.5634,,JW
12/9/2020,https://www.inaturalist.org/observations/66341885,Y,EUST,38.98426,-77.0743,,JW
12/9/2020,https://www.inaturalist.org/observations/66347614,N,,44.83939,-93.4499,,JW
12/9/2020,https://www.inaturalist.org/observations/66528897,N,,48.59298,-123.286,DEAD,JW
12/9/2020,https://www.inaturalist.org/observations/66554974,N,,22.78227,-105.912,,JW
12/10/2020,https://www.inaturalist.org/observations/66397514,N,,38.22681,-121.03,COOL,JW
12/10/2020,https://www.inaturalist.org/observations/66397725,N,,43.69,-116.677,,JW
12/10/2020,https://www.inaturalist.org/observations/66557948,N,,35.8986,-106.098,,JW
12/10/2020,https://www.inaturalist.org/observations/66598774,N,,29.83205,-99.664,,JW
12/10/2020,https://www.inaturalist.org/observations/69222756,N,,35.69528,-78.6289,,JW
12/10/2020,https://www.inaturalist.org/observations/79694592,N,,21.90462,-101.879,,JW
12/10/2020,https://www.inaturalist.org/observations/101118097,N,,42.2995,-89.0521,,Naumann
12/11/2020,https://www.inaturalist.org/observations/66426015,N,,44.66425,-123.213,,JW
12/11/2020,https://www.inaturalist.org/observations/66429462,N,,40.4416,-79.9119,,JW
12/11/2020,https://www.inaturalist.org/observations/66435543,N,,39.90087,-75.3483,,JW
12/11/2020,https://www.inaturalist.org/observations/66435561,N,,37.62052,-122.492,,JW
12/11/2020,https://www.inaturalist.org/observations/66448433,N,,37.79361,-122.456,,JW
12/11/2020,https://www.inaturalist.org/observations/66448981,N,,37.79298,-122.455,,JW
12/11/2020,https://www.inaturalist.org/observations/66451389,N,,40.72456,-75.6524,,JW
12/11/2020,https://www.inaturalist.org/observations/66452214,N,,38.55061,-121.624,,JW
12/11/2020,https://www.inaturalist.org/observations/67120438,N,,39.76409,-121.863,,JW
12/11/2020,https://www.inaturalist.org/observations/72133580,N,,32.83442,-116.566,,JW
12/11/2020,https://www.inaturalist.org/observations/66482764,NA,,33.78445,-118.225,,JW
12/12/2020,https://www.inaturalist.org/observations/66711119,Y,EUST,38.98627,-77.2151,,JW
12/12/2020,https://www.inaturalist.org/observations/66472386,Y,small avian,-0.25132,-78.4122,SSP VENTRALIS,JW
12/12/2020,https://www.inaturalist.org/observations/66466721,N,,41.42234,-70.5712,,JW
12/12/2020,https://www.inaturalist.org/observations/66471675,N,,36.32618,-92.3814,,JW
12/12/2020,https://www.inaturalist.org/observations/66486370,N,,33.13542,-117.115,,JW
12/12/2020,https://www.inaturalist.org/observations/66490991,N,,32.85901,-97.3083,,JW
12/12/2020,https://www.inaturalist.org/observations/66494639,N,,33.62261,-115.316,FEATHERS ONLY,JW
12/12/2020,https://www.inaturalist.org/observations/66498422,N,,37.90894,-122.685,,JW
12/12/2020,https://www.inaturalist.org/observations/66508737,N,,38.34421,-76.5267,,JW
12/12/2020,https://www.inaturalist.org/observations/66540016,N,,40.43354,-79.9444,,JW
12/12/2020,https://www.inaturalist.org/observations/66703327,N,,34.0482,-97.0852,SSP VELOX,JW
12/12/2020,https://www.inaturalist.org/observations/66751698,N,,34.8606,-120.413,,JW
12/12/2020,https://www.inaturalist.org/observations/66783449,N,,44.36973,-100.319,,JW
12/12/2020,https://www.inaturalist.org/observations/67200556,N,,14.5648,-88.6217,SSP CHIONOGASTER,JW
12/12/2020,https://www.inaturalist.org/observations/67367140,N,,38.21866,-78.1721,,JW
12/12/2020,https://www.inaturalist.org/observations/71042608,N,,42.34686,-122.845,,JW
12/12/2020,https://www.inaturalist.org/observations/176035285,n,,39.35669,-121.634,,WJG
12/12/2020,https://www.inaturalist.org/observations/66480114,NA,,44.47472,-73.2089,COOPERS  HAWK,JW
12/12/2020,https://www.inaturalist.org/observations/66500143,NA,,38.93101,-77.3425,COOPERS HAWK,JW
12/13/2020,https://www.inaturalist.org/observations/66532763,N,,39.0301,-77.4728,,JW
12/13/2020,https://www.inaturalist.org/observations/66534818,N,,52.14849,-106.606,,JW
12/13/2020,https://www.inaturalist.org/observations/66540032,N,,41.67345,-72.6385,,JW
12/13/2020,https://www.inaturalist.org/observations/66544904,N,,46.17182,-123.666,,JW
12/13/2020,https://www.inaturalist.org/observations/66550973,N,,43.68599,-79.3665,,JW
12/13/2020,https://www.inaturalist.org/observations/66559056,N,,38.24264,-75.1374,,JW
12/13/2020,https://www.inaturalist.org/observations/66587393,N,,49.27824,-122.774,,JW
12/13/2020,https://www.inaturalist.org/observations/66636425,N,,38.55767,-121.621,,JW
12/13/2020,https://www.inaturalist.org/observations/66806932,N,,26.14719,-97.9882,,JW
12/13/2020,https://www.inaturalist.org/observations/66559570,NA,,33.19459,-97.1456,COOPERS HAWK,JW
12/14/2020,https://www.inaturalist.org/observations/66575399,Y,EUST,45.527,-123.121,,JW
12/14/2020,https://www.inaturalist.org/observations/68357838,Y,HOSP,44.9388,-93.2218,,JW
12/14/2020,https://www.inaturalist.org/observations/66570762,N,,35.32011,-112.208,,JW
12/14/2020,https://www.inaturalist.org/observations/66578576,N,,39.42225,-76.5635,,JW
12/14/2020,https://www.inaturalist.org/observations/66582406,N,,48.49281,-123.459,,JW
12/14/2020,https://www.inaturalist.org/observations/66583611,N,,44.11656,-78.1631,,JW
12/14/2020,https://www.inaturalist.org/observations/66587103,N,,30.42604,-97.7947,,JW
12/14/2020,https://www.inaturalist.org/observations/66637040,N,,33.63381,-118.251,,JW
12/14/2020,https://www.inaturalist.org/observations/84693265,N,,38.24223,-104.576,,JW
12/15/2020,https://www.inaturalist.org/observations/66626964,N,,30.33456,-97.1824,,JW
12/15/2020,https://www.inaturalist.org/observations/66628774,N,,33.85355,-117.127,,JW
12/15/2020,https://www.inaturalist.org/observations/66635244,N,,32.67418,-116.995,,JW
12/15/2020,https://www.inaturalist.org/observations/66638421,N,,26.64893,-80.4275,,JW
12/15/2020,https://www.inaturalist.org/observations/66639250,N,,40.72717,-74.0812,,JW
12/15/2020,https://www.inaturalist.org/observations/66655650,N,,30.58577,-97.8678,,JW
12/15/2020,https://www.inaturalist.org/observations/66673983,N,,25.04228,-99.7622,,JW
12/15/2020,https://www.inaturalist.org/observations/66883849,N,,29.65258,-98.3636,,JW
12/15/2020,https://www.inaturalist.org/observations/69533645,N,,40.02271,-74.9718,,JW
12/15/2020,https://www.inaturalist.org/observations/84311247,N,,39.21383,-84.4701,FEATHERS ONLY,JW
12/16/2020,https://www.inaturalist.org/observations/66651977,N,,38.06724,-75.5657,,JW
12/16/2020,https://www.inaturalist.org/observations/66663139,N,,44.71016,-63.6929,,JW
12/16/2020,https://www.inaturalist.org/observations/66673903,N,,29.69381,-98.7228,,JW
12/16/2020,https://www.inaturalist.org/observations/66683394,N,,36.99455,-91.3037,,JW
12/16/2020,https://www.inaturalist.org/observations/66722264,N,,32.49102,-93.8517,,JW
12/17/2020,https://www.inaturalist.org/observations/66707833,N,,40.05496,-75.1755,,JW
12/17/2020,https://www.inaturalist.org/observations/66716156,N,,33.03821,-116.954,,JW
12/17/2020,https://www.inaturalist.org/observations/66725973,N,,44.57496,-123.293,,JW
12/17/2020,https://www.inaturalist.org/observations/66736554,N,,32.98367,-96.7194,,JW
12/17/2020,https://www.inaturalist.org/observations/67367115,N,,33.06126,-96.9783,,JW
12/17/2020,https://www.inaturalist.org/observations/67429427,N,,40.42515,-111.869,,JW
12/17/2020,https://www.inaturalist.org/observations/75721421,N,,35.00952,-106.438,,JW
12/18/2020,https://www.inaturalist.org/observations/66762337,N,,40.53285,-74.1743,,JW
12/18/2020,https://www.inaturalist.org/observations/66777999,N,,38.29288,-77.4163,,JW
12/18/2020,https://www.inaturalist.org/observations/71398085,N,,44.63654,-122.536,DEAD,JW
12/19/2020,https://www.inaturalist.org/observations/66784002,N,,19.18996,-99.2215,,JW
12/19/2020,https://www.inaturalist.org/observations/66791501,N,,37.24072,-121.884,,JW
12/19/2020,https://www.inaturalist.org/observations/66792754,N,,39.01621,-76.5305,,JW
12/19/2020,https://www.inaturalist.org/observations/66794158,N,,43.7223,-69.8534,,JW
12/19/2020,https://www.inaturalist.org/observations/66802574,N,,19.87426,-99.1531,,JW
12/19/2020,https://www.inaturalist.org/observations/66803957,N,,43.52941,-116.6,,JW
12/19/2020,https://www.inaturalist.org/observations/66805252,N,,32.68316,-117.004,,JW
12/19/2020,https://www.inaturalist.org/observations/66812380,N,,19.41919,-99.1878,,JW
12/19/2020,https://www.inaturalist.org/observations/66845380,N,,36.29783,-96.0261,,JW
12/19/2020,https://www.inaturalist.org/observations/66965472,N,,28.77645,-81.4609,,JW
12/19/2020,https://www.inaturalist.org/observations/66965473,N,,28.77645,-81.4609,,JW
12/19/2020,https://www.inaturalist.org/observations/67320564,N,,46.93009,-114.032,,JW
12/19/2020,https://www.inaturalist.org/observations/67349018,N,,43.87022,-116.513,,JW
12/19/2020,https://www.inaturalist.org/observations/67592257,N,,19.48431,-101.359,,JW
12/19/2020,https://www.inaturalist.org/observations/67602294,N,,42.74664,-112.205,,JW
12/19/2020,https://www.inaturalist.org/observations/69447722,N,,38.11788,-122.223,,JW
12/19/2020,https://www.inaturalist.org/observations/66781162,NA,,40.47368,-74.4248,COOPERS HAWK,JW
12/19/2020,https://www.inaturalist.org/observations/66786201,NA,,42.83962,-72.5548,COOPERS HAWK,JW
12/19/2020,https://www.inaturalist.org/observations/66826411,NA,,33.13609,-117.116,COOPERS HAWK,JW
12/19/2020,https://www.inaturalist.org/observations/67158647,NA,,-31.7249,-64.4308,RUFOUS-THIGHED HAWK,JW
12/20/2020,https://www.inaturalist.org/observations/66859482,Y,SOSP,42.62465,-71.6051,,JW
12/20/2020,https://www.inaturalist.org/observations/66836808,N,,43.36195,-80.3349,,JW
12/20/2020,https://www.inaturalist.org/observations/66847814,N,,-23.6413,-46.6247,,JW
12/20/2020,https://www.inaturalist.org/observations/66847973,N,,46.81369,-100.792,,JW
12/20/2020,https://www.inaturalist.org/observations/66856792,N,,49.28473,-122.704,,JW
12/20/2020,https://www.inaturalist.org/observations/66859615,N,,49.26388,-121.943,,JW
12/20/2020,https://www.inaturalist.org/observations/66860185,N,,33.56875,-101.894,,JW
12/20/2020,https://www.inaturalist.org/observations/66861835,N,,49.2949,-124.325,,JW
12/20/2020,https://www.inaturalist.org/observations/66863099,N,,25.48462,-80.5658,,JW
12/20/2020,https://www.inaturalist.org/observations/66880712,N,,42.91842,-112.489,,JW
12/20/2020,https://www.inaturalist.org/observations/67004799,N,,42.35444,-72.5484,,JW
12/20/2020,https://www.inaturalist.org/observations/184209487,n,,46.90151,-113.955,,WJG
12/20/2020,https://www.inaturalist.org/observations/66827032,NA,,36.32618,-92.3814,RED SHOULDERED HAWK,JW
12/21/2020,https://www.inaturalist.org/observations/66874510,N,,45.63556,-62.0181,,JW
12/21/2020,https://www.inaturalist.org/observations/66889661,N,,32.83051,-97.2415,,JW
12/21/2020,https://www.inaturalist.org/observations/66898086,N,,43.6896,-116.677,,JW
12/21/2020,https://www.inaturalist.org/observations/66993084,N,,38.62534,-121.276,,JW
12/21/2020,https://www.inaturalist.org/observations/67021087,N,,35.7804,-78.6391,,JW
12/21/2020,https://www.inaturalist.org/observations/67021161,N,,35.7804,-78.6391,,JW
12/21/2020,https://www.inaturalist.org/observations/69289001,N,,39.83415,-74.9862,,JW
12/21/2020,https://www.inaturalist.org/observations/139715488,N,,33.78342,-118.348,,Naumann
12/22/2020,https://www.inaturalist.org/observations/66933609,N,,34.23786,-117.652,,JW
12/22/2020,https://www.inaturalist.org/observations/66938928,N,,57.05494,-135.333,,JW
12/22/2020,https://www.inaturalist.org/observations/66946413,N,,49.19225,-122.774,,JW
12/22/2020,https://www.inaturalist.org/observations/66947745,N,,33.97815,-81.2264,,JW
12/22/2020,https://www.inaturalist.org/observations/66949029,N,,36.34157,-89.0244,,JW
12/22/2020,https://www.inaturalist.org/observations/67864186,N,,30.31282,-97.6985,,JW
12/22/2020,https://www.inaturalist.org/observations/68032005,N,,33.44939,-110.65,,JW
12/22/2020,https://www.inaturalist.org/observations/66928232,NA,,40.89843,-74.4088,COOPERS HAWK,JW
12/22/2020,https://www.inaturalist.org/observations/104039361,NA,,32.24752,-110.945,COHA,Naumann
12/23/2020,https://www.inaturalist.org/observations/66962307,N,,41.6521,-83.6539,,JW
12/23/2020,https://www.inaturalist.org/observations/66965074,N,,40.47571,-74.4257,,JW
12/23/2020,https://www.inaturalist.org/observations/66965270,N,,40.47282,-74.426,,JW
12/23/2020,https://www.inaturalist.org/observations/66970773,N,,40.7607,-111.891,DEAD,JW
12/23/2020,https://www.inaturalist.org/observations/66972206,N,,39.89242,-74.0636,,JW
12/23/2020,https://www.inaturalist.org/observations/66976752,N,,38.94325,-104.776,,JW
12/23/2020,https://www.inaturalist.org/observations/66979958,N,,32.66298,-97.219,,JW
12/23/2020,https://www.inaturalist.org/observations/66982254,N,,43.05008,-89.4365,,JW
12/23/2020,https://www.inaturalist.org/observations/67004494,N,,33.1359,-117.116,,JW
12/23/2020,https://www.inaturalist.org/observations/67676771,N,,44.66369,-63.6619,,JW
12/23/2020,https://www.inaturalist.org/observations/184209491,n,,46.87577,-113.975,,WJG
12/24/2020,https://www.inaturalist.org/observations/67015276,N,,41.01448,-111.926,,JW
12/24/2020,https://www.inaturalist.org/observations/67021396,N,,48.25513,-122.494,,JW
12/24/2020,https://www.inaturalist.org/observations/67032380,N,,42.62465,-71.6051,,JW
